"","species","lon","lat","uncertainty","date","year","month"
"902","Richea continentis",147.2686,-36.8705,15,"1980-11-01",1980,11
"903","Richea continentis",147.3213,-36.8686,15,"1980-11-01",1980,11
"904","Richea continentis",147.3425,-36.8636,15,"1980-11-01",1980,11
"905","Richea continentis",146.7388,-37.2677,15,"1980-11-01",1980,11
"906","Richea continentis",146.7513,-37.2858,15,"1980-11-01",1980,11
"907","Richea continentis",148.413886938,-36.404470988,100,"2012-11-14",2012,11
"908","Richea continentis",147.1263,-36.9788,15,"1979-11-01",1979,11
"909","Richea continentis",145.8667,-37.4667,10000,"1982-11-23",1982,11
"910","Richea continentis",147.393,-36.877,15,"1980-11-01",1980,11
"911","Richea continentis",148.505113549,-36.355084998,100,"2002-11-28",2002,11
"912","Richea continentis",146.7236,-37.3108,15,"1980-11-01",1980,11
"913","Richea continentis",147.1652,-36.9788,15,"1979-11-01",1979,11
"914","Richea continentis",146.4913,-37.1158,15,"1995-11-23",1995,11
"915","Richea continentis",147.3355,-36.9372,15,"1980-11-01",1980,11
"916","Richea continentis",147.25,-36.89,15,"1980-11-01",1980,11
"917","Richea continentis",146.5013,-37.1336,500,"1995-11-23",1995,11
"918","Richea continentis",146.5008,-37.1302,15,"1995-11-21",1995,11
"919","Richea continentis",148.367,-36.005,10,"2003-11-27",2003,11
"920","Richea continentis",147.2802,-36.8683,500,"2005-11-23",2005,11
"921","Richea continentis",148.7667,-35.5833,1000,"1994-11-24",1994,11
"922","Richea continentis",146.8486,-37.4797,15,"1980-11-01",1980,11
"923","Richea continentis",146.5011,-37.1297,15,"1995-11-21",1995,11
"924","Richea continentis",146.7347,-37.2983,1000,"1980-11-01",1980,11
"925","Richea continentis",147.3347,-36.8502,15,"1980-11-01",1980,11
"926","Richea continentis",147.1347,-36.9733,15,"1979-11-01",1979,11
"927","Richea continentis",146.8452,-37.4913,15,"1980-11-01",1980,11
"928","Richea continentis",146.75,-36.7667,10000,"1903-11-01",1903,11
"929","Richea continentis",146.7533,-37.3894,15,"1980-11-01",1980,11
"930","Richea continentis",146.8291,-37.5108,15,"1980-11-01",1980,11
"931","Richea continentis",148.274737208,-36.534721796,100,"2002-11-28",2002,11
"932","Richea continentis",148.75,-35.5333,10000,"1975-11-04",1975,11
"933","Richea continentis",146.7625,-37.4038,15,"1980-11-01",1980,11
"934","Richea continentis",148.2424063799,-36.4654005566,28534,"2019-11-23",2019,11
"935","Richea continentis",147.3347,-36.8252,15,"1980-11-01",1980,11
"936","Richea continentis",147.3119,-36.8586,15,"1980-11-01",1980,11
"937","Richea continentis",147.2875,-36.9038,15,"1980-11-01",1980,11
"938","Richea continentis",147.34,-36.94,15,"1980-11-01",1980,11
"939","Richea continentis",147.3944,-36.8725,15,"1980-11-01",1980,11
"940","Richea continentis",146.8347,-37.5158,15,"1980-11-01",1980,11
"941","Richea continentis",148.290619,-36.457578,NA,"2017-11-23",2017,11
"942","Richea continentis",147.3241,-36.8136,15,"1980-11-01",1980,11
"943","Richea continentis",147.2661,-36.8963,15,"1980-11-01",1980,11
"944","Richea continentis",147.317,-36.883,15,"1980-11-01",1980,11
"945","Richea continentis",147.2894,-36.8947,15,"1980-11-01",1980,11
"946","Richea continentis",147.2897,-36.9205,15,"1980-11-01",1980,11
"947","Richea continentis",146.84,-37.515,15,"1980-11-01",1980,11
"948","Richea continentis",147.1569,-36.9622,15,"1979-11-01",1979,11
"949","Richea continentis",147.2777,-36.8961,15,"1980-11-01",1980,11
"950","Richea continentis",146.448,-37.147,500,"2007-11-14",2007,11
"951","Richea continentis",146.7333,-36.7167,10000,"1987-11-17",1987,11
"952","Richea continentis",147.2505,-36.8955,15,"1980-11-01",1980,11
"953","Richea continentis",148.603611111,-35.871388888,10,"2002-11-21",2002,11
"954","Richea continentis",147.27,-36.89,15,"1980-11-01",1980,11
"955","Richea continentis",147.198,-36.858,15,"1980-11-01",1980,11
"956","Richea continentis",147.3083,-36.7352,15,"1980-11-01",1980,11
"957","Richea continentis",147.3083,-36.8213,15,"1980-11-01",1980,11
"958","Richea continentis",148.281624238,-36.545916068,100,"2002-11-28",2002,11
"959","Richea continentis",148.7667,-35.5667,1000,"1989-12-10",1989,12
"960","Richea continentis",146.336,-37.873,15,"1981-12-01",1981,12
"961","Richea continentis",148.352705621,-36.164910715,10,"2002-12-18",2002,12
"962","Richea continentis",148.355666667,-36.167805555,10,"2003-12-17",2003,12
"963","Richea continentis",146.3375,-37.8705,15,"1981-12-01",1981,12
"964","Richea continentis",146.786734432,-36.764025032,4,"2005-12-31",2005,12
"965","Richea continentis",148.37247,-36.32179,5,"2017-12-13",2017,12
"966","Richea continentis",148.7667,-35.5,1000,"1967-12-16",1967,12
"967","Richea continentis",146.305,-37.818,15,"1981-12-01",1981,12
"968","Richea continentis",148.37283,-36.32095,5,"2017-12-13",2017,12
"969","Richea continentis",146.8054,-36.7206,50,"1996-12-13",1996,12
"970","Richea continentis",145.8888,-37.4844,15,"1981-12-01",1981,12
"971","Richea continentis",147.3167,-36.8833,3000,"1964-12-31",1964,12
"972","Richea continentis",146.283333,-37.833333,1000,"1990-12-31",1990,12
"973","Richea continentis",146.3116,-37.8286,15,"1981-12-01",1981,12
"974","Richea continentis",147.2167,-36.9167,NA,"1922-12-01",1922,12
"975","Richea continentis",146.3205,-37.8361,15,"1981-12-01",1981,12
"976","Richea continentis",146.2277,-37.7719,15,"1981-12-01",1981,12
"977","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"978","Richea continentis",148.801204427,-35.6651191717,900,"1964-12-31",1964,12
"979","Richea continentis",146.2561,-37.8219,15,"1981-12-01",1981,12
"980","Richea continentis",146.2802,-37.8352,15,"1981-12-01",1981,12
"981","Richea continentis",146.3,-37.8,15,"1981-12-01",1981,12
"982","Richea continentis",146.3005,-37.8297,15,"1981-12-01",1981,12
"983","Richea continentis",146.4335,-37.1467,600,"2013-12-02",2013,12
"984","Richea continentis",146.1825,-37.7694,15,"1981-12-01",1981,12
"985","Richea continentis",148.37247,-36.32179,5,"2017-12-13",2017,12
"986","Richea continentis",148.37247,-36.32179,5,"2017-12-13",2017,12
"987","Richea continentis",146.2952,-37.8202,15,"1981-12-01",1981,12
"988","Richea continentis",148.37283,-36.32095,5,"2017-12-13",2017,12
"989","Richea continentis",146.3269,-37.8541,15,"1981-12-01",1981,12
"990","Richea continentis",146.3216,-37.8483,15,"1981-12-01",1981,12
"991","Richea continentis",146.305,-37.836,15,"1981-12-01",1981,12
"992","Richea continentis",147.13,-37.97,50,"1986-12-02",1986,12
"993","Richea continentis",147.2844,-36.8752,15,"2003-12-02",2003,12
"994","Richea continentis",146.268127416667,-37.8423538055556,NA,"2014-12-02",2014,12
"995","Richea continentis",146.2833,-37.8155,15,"1981-12-01",1981,12
"996","Richea continentis",145.8833,-37.4775,15,"1981-12-01",1981,12
"997","Richea continentis",147.1833,-37.15,10000,"1984-12-08",1984,12
"998","Richea continentis",148.337027778,-36.202638888,10,"2002-12-18",2002,12
"999","Richea continentis",146.2625,-37.8036,15,"1981-12-01",1981,12
"1000","Richea continentis",148.351741083,-36.111940653,10,"2002-12-18",2002,12
"1001","Richea continentis",148.2835694444,-36.4886166667,8,"2017-12-13",2017,12
"1002","Richea continentis",149.293173341,-36.977338666,1000,"1999-12-17",1999,12
"1003","Richea continentis",146.268127416667,-37.8423538055556,NA,"2014-12-01",2014,12
"1004","Richea continentis",146.2897,-37.8302,15,"1981-12-01",1981,12
"1005","Richea continentis",146.786,-36.771,50,"1996-12-15",1996,12
"1006","Richea continentis",146.2555,-37.7969,15,"1981-12-01",1981,12
"1007","Richea continentis",148.350663659,-36.16642123,10,"2002-12-18",2002,12
"1008","Richea continentis",148.37221,-36.32105,5,"2017-12-13",2017,12
"1009","Richea continentis",148.35,-36.4333,10000,"1962-12-01",1962,12
"1010","Richea continentis",148.32899094,-36.43105462,100,"2009-12-16",2009,12
"1011","Richea continentis",145.9667,-37.7167,10000,"1860-12-01",1860,12
"1012","Richea continentis",148.336388889,-36.204166666,10,"2002-12-18",2002,12
"1013","Richea continentis",146.3002,-37.8175,15,"1981-12-01",1981,12
"1014","Richea continentis",146.6513,-37.1819,500,"1972-12-28",1972,12
"1015","Richea continentis",145.8758,-37.4841,2000,"1993-12-10",1993,12
"1016","Richea continentis",147.3417,-36.8417,1500,"1964-12-30",1964,12
"1017","Richea continentis",148.350358487,-36.173907058,10,"2002-12-18",2002,12
"1018","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"1019","Richea continentis",146.288,-37.826,15,"1981-12-01",1981,12
"1020","Richea continentis",148.37283,-36.32095,5,"2017-12-13",2017,12
"1021","Richea continentis",146.3344,-37.8738,15,"1981-12-01",1981,12
"1022","Richea continentis",148.391436833,-36.159057572,10,"2003-12-18",2003,12
"1023","Richea continentis",146.5844478407,-42.6820388161,1000,"1974-12-06",1974,12
"1024","Richea continentis",148.535085925,-35.788740088,10,"2017-12-14",2017,12
"1025","Richea continentis",146.348,-37.864,15,"1981-12-01",1981,12
"1026","Richea continentis",147.2176909943,-36.9153348185,10000,"1934-12-01",1934,12
"1027","Richea continentis",147.3,-36.9167,3000,"1964-12-31",1964,12
"1028","Richea continentis",148.780972,-35.523806,NA,"2015-12-10",2015,12
"1029","Richea continentis",146.307,-37.838,15,"1981-12-01",1981,12
"1030","Richea continentis",148.48280187,-36.37513006,10,"2011-12-09",2011,12
"1031","Richea continentis",146.75,-36.7667,10000,"1903-12-01",1903,12
"1032","Richea continentis",148.48280187,-36.37513006,300,"2010-12-07",2010,12
"1033","Richea continentis",145.8725,-37.4783,2000,"1993-12-02",1993,12
"1034","Richea continentis",148.351741083,-36.111940653,10,"2003-12-17",2003,12
"1035","Richea continentis",148.37221,-36.32105,5,"2017-12-13",2017,12
"1036","Richea continentis",147.2667,-36.9167,10000,"1979-12-30",1979,12
"1037","Richea continentis",147.2847,-36.8752,15,"2003-12-02",2003,12
"1038","Richea continentis",147.2667,-36.9167,10000,"1944-12-01",1944,12
"1039","Richea continentis",146.2575,-37.8044,15,"1981-12-01",1981,12
"1040","Richea continentis",148.518411676,-36.050617393,10,"2002-12-19",2002,12
"1041","Richea continentis",148.319,-36.039,10,"2002-12-17",2002,12
"1042","Richea continentis",145.8736,-37.4775,15,"1981-12-01",1981,12
"1043","Richea continentis",146.768,-37.298,500,"1972-12-29",1972,12
"1044","Richea continentis",146.3138,-37.8436,15,"1981-12-01",1981,12
"1045","Richea continentis",146.3555,-37.8863,15,"1990-12-01",1990,12
"1046","Richea continentis",148.37221,-36.32105,5,"2017-12-13",2017,12
"1047","Richea continentis",148.3333,-36.4333,1000,"1972-12-10",1972,12
"1048","Richea continentis",148.344267965,-36.204644297,10,"2002-12-18",2002,12
"1049","Richea continentis",147.2726900133,-36.8939452991,30000,"1964-12-31",1964,12
"1050","Richea continentis",146.3391,-37.8719,15,"1981-12-01",1981,12
"1051","Richea continentis",146.2816,-37.8291,15,"1981-12-01",1981,12
"1052","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"1053","Richea continentis",145.88,-37.5,1000,"1994-12-30",1994,12
"1054","Richea continentis",146.2827,-37.8372,15,"1981-12-01",1981,12
"1055","Richea continentis",145.8791,-37.4761,15,"1981-12-01",1981,12
"1056","Richea continentis",146.2541,-37.8258,15,"1981-12-01",1981,12
"1057","Richea continentis",145.8667,-37.4833,3000,"1965-12-22",1965,12
"1058","Richea continentis",148.355861111,-36.16586111,10,"2002-12-18",2002,12
"1059","Richea continentis",147.2667,-36.8667,10000,"1958-12-29",1958,12
"1060","Richea continentis",146.75,-37.37,500,"1973-12-27",1973,12
"1061","Richea continentis",146.2667,-37.8167,25000,"1860-12-01",1860,12
"1062","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"1063","Richea continentis",145.87,-37.486668,NA,"2005-12-13",2005,12
"1064","Richea continentis",148.355666667,-36.167805555,10,"2002-12-18",2002,12
"1065","Richea continentis",147.1588,-37.1083,15,"1981-12-01",1981,12
"1066","Richea continentis",146.2938,-37.8219,15,"1981-12-01",1981,12
"1067","Richea continentis",147.1541,-37.1141,15,"1981-12-01",1981,12
"1068","Richea continentis",148.37247,-36.32179,5,"2017-12-13",2017,12
"1069","Richea continentis",146.2858,-37.8319,15,"1981-12-01",1981,12
"1070","Richea continentis",148.37247,-36.32179,5,"2017-12-13",2017,12
"1071","Richea continentis",146.3377,-37.8769,15,"1981-12-01",1981,12
"1072","Richea continentis",146.2744,-37.8394,15,"1981-12-01",1981,12
"1073","Richea continentis",148.325,-36.4306,1000,"1959-12-26",1959,12
"1074","Richea continentis",146.3044,-37.8408,15,"1981-12-01",1981,12
"1075","Richea continentis",145.884317,-37.4986,1000,"1994-12-30",1994,12
"1076","Richea continentis",148.491388889,-36.051833332,100,"2002-12-19",2002,12
"1077","Richea continentis",148.55,-35.6833,1000,"1977-12-09",1977,12
"1078","Richea continentis",146.1757,-37.7735,15,"1981-12-01",1981,12
"1079","Richea continentis",147.2833,-36.8917,25000,"1984-12-08",1984,12
"1080","Richea continentis",146.2681274167,-37.8423538056,NA,"2014-12-02",2014,12
"1081","Richea continentis",146.3397,-37.8633,15,"1981-12-01",1981,12
"1082","Richea continentis",145.8819,-37.4858,15,"1981-12-01",1981,12
"1083","Richea continentis",148.4833,-36.05,4000,"1967-12-19",1967,12
"1084","Richea continentis",148.400610588,-36.430326385,10,"2011-12-08",2011,12
"1085","Richea continentis",148.3333,-36.4333,1000,"1972-12-10",1972,12
"1086","Richea continentis",148.267907494,-36.448454682,2000,"1892-12-01",1892,12
"1087","Richea continentis",146.7862,-36.7709,50,"1996-12-15",1996,12
"1088","Richea continentis",146.2667,-37.8167,25000,"1904-12-01",1904,12
"1089","Richea continentis",148.3296203613,-36.4325294495,NA,"2019-12-10",2019,12
"1090","Richea continentis",148.2670268789,-36.4834101886,526,"2019-12-11",2019,12
"1091","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"1092","Richea continentis",148.367,-36.005,10,"2002-12-19",2002,12
"1093","Richea continentis",145.8736,-37.4725,15,"1993-12-10",1993,12
"1094","Richea continentis",146.343333,-37.876667,NA,"2005-12-14",2005,12
"1095","Richea continentis",148.27,-36.45,2000,"1892-12-01",1892,12
"1096","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"1097","Richea continentis",146.2711,-37.8266,15,"1981-12-01",1981,12
"1098","Richea continentis",148.2625,-36.4561,5000,"1930-12-20",1930,12
"1099","Richea continentis",148.352853913,-36.142335615,10,"2003-12-18",2003,12
"1100","Richea continentis",148.37283,-36.32095,5,"2017-12-13",2017,12
"1101","Richea continentis",148.602170541,-35.69584082,10,"2002-12-05",2002,12
"1102","Richea continentis",145.87,-37.486668,NA,"2005-12-13",2005,12
"1103","Richea continentis",148.2938079834,-36.4916114807,NA,"2019-12-11",2019,12
"1104","Richea continentis",146.7642,-36.7358,100,"2010-12-01",2010,12
"1105","Richea continentis",148.37247,-36.32179,5,"2017-12-13",2017,12
"1106","Richea continentis",146.1611,-37.7566,15,"1981-12-01",1981,12
"1107","Richea continentis",145.8708,-37.4805,2000,"1993-12-08",1993,12
"1108","Richea continentis",146.325,-37.857,15,"1981-12-01",1981,12
"1109","Richea continentis",145.9236,-37.4358,15,"1988-12-10",1988,12
"1110","Richea continentis",145.8875,-37.4802,15,"1981-12-01",1981,12
"1111","Richea continentis",146.2866,-37.8138,15,"1981-12-01",1981,12
"1112","Richea continentis",146.7768607334,-36.7470035015,10000,"1963-12-31",1963,12
"1113","Richea continentis",145.9232,-37.4376,15,"1988-12-10",1988,12
"1114","Euphrasia alsa",148.27,-36.42,10000,"1967-01-19",1967,1
"1115","Euphrasia alsa",148.267906954,-36.415121291,10000,"1951-01-20",1951,1
"1116","Euphrasia alsa",148.267906954,-36.415121291,10000,"1967-01-19",1967,1
"1117","Euphrasia alsa",148.351238638,-36.39845381,10000,"1964-01-22",1964,1
"1118","Euphrasia alsa",148.317906707,-36.44845423,10000,"1973-01-01",1973,1
"1119","Euphrasia alsa",148.35,-36.4,10000,"1964-01-22",1964,1
"1120","Euphrasia alsa",148.27295772,-36.42476949,10000,"1962-01-05",1962,1
"1121","Euphrasia alsa",148.2667,-36.45,10000,"",1855,1
"1122","Euphrasia alsa",148.267906954,-36.415121291,10000,"1962-01-05",1962,1
"1123","Euphrasia alsa",148.27,-36.42,10000,"1962-01-05",1962,1
"1124","Euphrasia alsa",148.296093685,-36.407392793,1000,"1967-01-19",1967,1
"1125","Euphrasia alsa",148.36517,-36.421713,10000,"1972-01-26",1972,1
"1126","Euphrasia alsa",148.3556,-36.4278,1000,"1972-01-26",1972,1
"1127","Euphrasia alsa",148.3485,-36.405,10000,"1972-01-26",1972,1
"1128","Euphrasia alsa",148.296093685,-36.407392793,1000,"1967-01-19",1967,1
"1129","Euphrasia alsa",148.351238638,-36.39845381,10000,"1970-01-22",1970,1
"1130","Euphrasia alsa",148.35,-36.4,10000,"1970-01-22",1970,1
"1131","Euphrasia alsa",148.27052318,-36.48068588,1000,"",NA,1
"1132","Euphrasia alsa",148.2917,-36.4167,2000,"1964-01-29",1964,1
"1133","Euphrasia alsa",148.2667,-36.4333,1000,"1991-01-21",1991,1
"1134","Euphrasia alsa",148.35,-36.4,1000,"1991-01-21",1991,1
"1135","Euphrasia alsa",148.291812751,-36.418256735,100,"1967-01-19",1967,1
"1136","Euphrasia alsa",148.27,-36.42,10000,"1951-01-20",1951,1
"1137","Euphrasia alsa",148.266666666667,-36.45,NA,"1954-01-31",1954,1
"1138","Euphrasia alsa",148.2667,-36.4333,1000,"1967-01-28",1967,1
"1139","Euphrasia alsa",148.278386301,-36.415696854,1000,"1951-01-20",1951,1
"1140","Euphrasia alsa",148.25,-36.42,1000,"1975-01-19",1975,1
"1141","Euphrasia alsa",148.32,-36.45,10000,"",1973,1
"1142","Euphrasia alsa",148.282948,-36.440325,10000,"1972-01-27",1972,1
"1143","Euphrasia alsa",148.2799,-36.4562,10000,"1972-01-27",1972,1
"1144","Euphrasia alsa",148.354511977,-36.431985168,100,"1964-01-22",1964,1
"1145","Euphrasia alsa",148.2667,-36.45,2000,"1972-01-27",1972,1
"1146","Euphrasia alsa",148.354511977,-36.431985168,100,"1970-01-22",1970,1
"1147","Euphrasia alsa",148.27,-36.45,10000,"",NA,NA
"1148","Euphrasia alsa",148.267907494,-36.448454682,10000,"1770-04-01",NA,NA
"1149","Euphrasia alsa",148.267906954,-36.415121291,10000,"1949-03-11",1949,3
"1150","Euphrasia alsa",148.251303404,-36.465564202,10000,"1949-03-11",1949,3
"1151","Euphrasia alsa",148.2667,-36.4333,1000,"1972-03-02",1972,3
"1152","Euphrasia alsa",148.267906954,-36.415121291,10000,"1969-03-23",1969,3
"1153","Euphrasia alsa",148.27,-36.42,10000,"1969-03-23",1969,3
"1154","Euphrasia alsa",148.2833,-36.4,2000,"1972-03-14",1972,3
"1155","Euphrasia alsa",148.275291469,-36.431054808,100,"1969-03-23",1969,3
"1156","Euphrasia alsa",148.27,-36.42,10000,"1949-03-11",1949,3
"1157","Euphrasia alsa",148.278386301,-36.415696854,1000,"1949-03-11",1949,3
"1158","Euphrasia alsa",148.267907494,-36.448454682,10000,"1949-03-01",1949,3
"1159","Euphrasia alsa",148.27,-36.45,10000,"",1949,3
"1160","Euphrasia alsa",148.27,-36.45,10000,"",1890,2
"1161","Euphrasia alsa",148.35,-36.35,10000,"1978-02-10",1978,2
"1162","Euphrasia alsa",148.37,-36.42,10000,"1914-02-16",1914,2
"1163","Euphrasia alsa",148.2667,-36.45,1000,"1980-02-19",1980,2
"1164","Euphrasia alsa",148.283333333333,-36.3833333333333,NA,"",1981,2
"1165","Euphrasia alsa",148.27731,-36.42425,10,"2004-02-10",2004,2
"1166","Euphrasia alsa",148.35,-36.4333,50,"1992-02-27",1992,2
"1167","Euphrasia alsa",148.251303404,-36.465564202,10000,"1890-02-11",1890,2
"1168","Euphrasia alsa",148.3,-36.3833,2000,"1970-02-20",1970,2
"1169","Euphrasia alsa",148.28274,-36.48653,5,"2017-02-14",2017,2
"1170","Euphrasia alsa",148.267906954,-36.415121291,1000,"1993-02-06",1993,2
"1171","Euphrasia alsa",148.358,-36.4347,50,"1992-02-27",1992,2
"1172","Euphrasia alsa",148.27,-36.45,1000,"1988-02-02",1988,2
"1173","Euphrasia alsa",148.2667,-36.4333,1000,"1967-02-17",1967,2
"1174","Euphrasia alsa",148.25,-36.45,10000,"1959-02-17",1959,2
"1175","Euphrasia alsa",148.2772,-36.4242,1000,"2004-02-10",2004,2
"1176","Euphrasia alsa",148.2833,-36.4,1000,"1970-02-21",1970,2
"1177","Euphrasia alsa",148.32,-36.45,10000,"1978-02-03",1978,2
"1178","Euphrasia alsa",148.267671,-36.415325,10000,"1993-02-06",1993,2
"1179","Euphrasia alsa",148.267907494,-36.448454682,10000,"1890-02-01",1890,2
"1180","Euphrasia alsa",148.3,-36.4,1000,"1968-02-07",1968,2
"1181","Euphrasia alsa",148.359572453,-36.433176011,50,"1992-02-27",1992,2
"1182","Euphrasia alsa",148.300190233,-36.452421217,1000,"1970-02-15",1970,2
"1183","Euphrasia alsa",148.367905367,-36.415120368,10000,"1914-02-16",1914,2
"1184","Euphrasia alsa",148.2667,-36.45,25000,"",1890,2
"1185","Euphrasia alsa",148.2667,-36.4333,1000,"1970-02-12",1970,2
"1186","Euphrasia alsa",148.2667,-36.4167,1000,"1993-02-06",1993,2
"1187","Euphrasia alsa",148.356,-36.42,1000,"1986-02-05",1986,2
"1188","Euphrasia alsa",148.2764,-36.4506,250,"2011-02-15",2011,2
"1189","Euphrasia alsa",148.2667,-36.4833,1000,"1985-02-15",1985,2
"1190","Euphrasia alsa",148.2667,-36.4167,1000,"1993-02-06",1993,2
"1191","Euphrasia alsa",148.317906707,-36.44845423,10000,"1978-02-03",1978,2
"1192","Euphrasia alsa",148.2667,-36.45,10000,"1959-02-17",1959,2
"1193","Euphrasia alsa",148.300190233,-36.452421217,1000,"1970-02-15",1970,2
"1194","Euphrasia alsa",148.275,-36.4583,1000,"1992-02-25",1992,2
"1195","Euphrasia alsa",148.2967,-36.4067,50,"2011-02-16",2011,2
"1196","Euphrasia alsa",148.284337,-36.415325,10000,"1957-02-05",1957,2
"1197","Euphrasia alsa",148.27,-36.42,1000,"1993-02-06",1993,2
"1198","Euphrasia alsa",148.351237847,-36.34845366,10000,"1978-02-10",1978,2
"1199","Euphrasia alsa",148.251303404,-36.465564202,10000,"1914-12-16",1914,12
